study,report,authors,crop,p_dependency,farm_size,habitat,agr_intensity,distance_m,distance_measure,abundance_all,abundance_wild,sites,location,pollinator,sampling_effort,sampling_method,sampling_time_min,total_sampling_time_min,source
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Small (<2ha),forest,NA,100,reported,20,20,35,kis,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,20,15,35,kottageri,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,100,reported,20,15,35,polche,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,0,reported,21,18,35,kottolinew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Small (<2ha),forest,NA,500,reported,22,13,35,hatvannew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,100,reported,27,27,35,dhm,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,500,reported,27,18,35,dhm,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,100,reported,28,28,35,chl,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,50,reported,28,5,35,kottageri,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,50,reported,32,32,35,polche,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,500,reported,32,28,35,deviyynew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,100,reported,33,23,35,has,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,500,reported,37,17,35,maibatnew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,0,reported,40,35,35,polche,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,0,reported,40,33,35,maimalnew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,500,reported,42,42,35,beg,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,50,reported,43,35,35,hal,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,45,33,35,dhm,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,50,reported,45,38,35,has,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,50,reported,47,37,35,baso,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,500,reported,48,37,35,kis,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,0,reported,48,48,35,ichbha,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,100,reported,49,40,35,armnew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,100,reported,53,34,35,devtatnew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,0,reported,57,48,35,has,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,50,reported,60,60,35,devpur,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,62,60,35,kil,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,100,reported,62,34,35,hatvannew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Small (<2ha),forest,NA,100,reported,65,58,35,kil,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,0,reported,66,61,35,baso,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Small (<2ha),forest,NA,100,reported,68,55,35,bas,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Small (<2ha),forest,NA,0,reported,68,52,35,devtatnew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,68,20,35,kottolinew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Small (<2ha),forest,NA,50,reported,70,58,35,bas,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,500,reported,73,59,35,bolnew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,76,63,35,armnew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,76,62,35,hatvannew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,77,77,35,nit,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,500,reported,78,75,35,kap,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,50,reported,78,75,35,kil,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,78,78,35,nal,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,0,reported,88,66,35,kil,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,0,reported,88,72,35,armnew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,0,reported,94,67,35,bas,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,0,reported,98,86,35,hatvannew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,108,89,35,bolnew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,0,reported,118,103,35,devpur,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,125,122,35,polche,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,50,reported,125,100,35,hatvannew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,128,108,35,kap,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,100,reported,138,137,35,devpur,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,50,reported,142,126,35,armnew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Small (<2ha),forest,NA,0,reported,147,120,35,deviyynew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,100,reported,148,139,35,bolnew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,100,reported,157,121,35,deviyynew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,172,128,35,hal,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,500,reported,182,155,35,nal,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,50,reported,199,175,35,deviyynew,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,500,reported,200,197,35,polche,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,250,reported,298,277,35,devpur,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,100,reported,302,123,35,bal,Bees,1,active,15,75,corresponding author(s)
Krishnan,Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest,NA,500,reported,352,348,35,devpur,Bees,1,active,15,75,corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,117,estimated,13,13,37,"Yucatan, Tixcuytun 3",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,15,estimated,14,14,37,"Yucatan, Tixcuytun 2",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,12,estimated,15,15,37,"Yucatan, Muna",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,45,estimated,21,21,37,"Yucatan, Alfonso Caso",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,602,estimated,23,23,37,"Yucatan, moctezuma",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,17,estimated,35,35,37,"Yucatan, Nenela 3",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,71,estimated,36,36,37,"Yucatan, San Pedro Bacab",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,5,estimated,37,37,37,"Yucatan, BECANCHAN",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,56,estimated,41,41,37,"Yucatan, Tah Dziu",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,17,estimated,42,42,37,"Yucatan, ICHMUL",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,140,estimated,43,43,37,"Yucatan, Tah Dziu 2",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,4,estimated,44,44,37,"Yucatan, Yaxcopil",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,63,estimated,45,45,37,"Yucatan, Santa Maria",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,146,estimated,45,45,37,"Yucatan, TOH",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,303,estimated,47,47,37,"Yucatan, Buctzots",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,21,estimated,47,47,37,"Yucatan, TEBEK",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,4,estimated,49,49,37,"Yucatan, Nenela 1",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,8,estimated,54,54,37,"Yucatan, MOTUL",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,30,estimated,55,55,37,"Yucatan, Tixcacaltuyub",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,17,estimated,55,55,37,"Yucatan, YOBAiN",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,8,estimated,56,56,37,"Yucatan, TIZIMIN 1",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,0,estimated,58,58,37,"Yucatan, Homun",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,43,estimated,58,58,37,"Yucatan, TZUCACAB 3 ",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,3,estimated,58,58,37,"Yucatan, Xaya",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,47,estimated,60,60,37,"Yucatan, Rancho Alegre",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,0,estimated,61,61,37,"Yucatan, Timul 1",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,33,estimated,63,63,37,"Yucatan, TIZIMIN 2",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,17,estimated,64,64,37,"Yucatan, TEKAX 1",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,19,estimated,67,67,37,"Yucatan, Tixcuytun ",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,302,estimated,78,78,37,"Yucatan, TIZIMIN CEN",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,17,estimated,79,79,37,"Yucatan, STA MARIAA SUR",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,84,estimated,79,79,37,"Yucatan, TEKAL 2",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,23,estimated,86,86,37,"Yucatan, TEKAX 2",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,4,estimated,121,121,37,"Yucatan, TZUCACAB 2",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,134,estimated,133,133,37,"Yucatan, Tixmehuac 2",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,113,estimated,142,142,37,"Yucatan, CEPEDA",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Landaverde,Landaverde,Landaverde-Gonzales et al. 2017,chilli,Great (40-90%),Small (<2ha),other,high,108,estimated,195,195,37,"Yucatan, Tekal de Venegas",Bees,1,mixed,15 (transects only),60 (transect only),corresponding author(s)
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,60.21168806,reported,1,1,47,P013_107,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,36.64853698,reported,9,9,47,P057_40,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,12.33806564,reported,9,9,47,P107_161,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,38.36586712,reported,9,9,47,P091_72,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,66.54315351,reported,11,11,47,P052_128B,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,61.78804715,reported,12,12,47,P062_41,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,9.88431914,reported,15,15,47,P127_37,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,7.292667585,reported,15,15,47,P096_140,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,81.49714809,reported,16,16,47,P026_146,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,69.65070129,reported,16,16,47,P015_113,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,36.94935016,reported,18,18,47,P049_x,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,59.83693797,reported,18,18,47,P008_67,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,66.54315351,reported,20,20,47,P052_128A,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,63.56769687,reported,21,21,47,P041_68,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,9.88431914,reported,21,21,47,P127_127,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,12.33806564,reported,23,23,47,P107_136,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,36.64853698,reported,23,23,47,P057_57,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,38.36586712,reported,23,23,47,P091_134,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,69.65070129,reported,23,23,47,P015_90,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,66.5761296,reported,23,23,47,P014_106,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,69.65070129,reported,23,23,47,P015_108,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,66.54315351,reported,24,24,47,P052_139,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,69.65070129,reported,25,25,47,P015_70,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,84.48079893,reported,27,27,47,P024_151,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,2.15008501,reported,27,27,47,P135_89,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,59.83693797,reported,28,28,47,P008_143,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,60.21168806,reported,31,31,47,P013_11,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,84.48079893,reported,41,41,47,P024_46,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,66.54315351,reported,46,46,47,P052_138,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,16.85105678,reported,47,47,47,P094_155,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,26.99215635,reported,49,49,47,P046_42,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,84.48079893,reported,49,49,47,P024_47,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,26.99215635,reported,50,50,47,P046110,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,0.610094646,reported,51,51,47,P138_97,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,84.48079893,reported,54,54,47,P024_5,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,12.29346513,reported,54,54,47,P087_48,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,14.99628204,reported,56,56,47,P130_123,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,80.99051244,reported,57,57,47,P023_9,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,3.904772788,reported,58,58,47,P128_118,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,20.26250483,reported,59,59,47,P047_122,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,14.99628204,reported,59,59,47,P130_58,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,72.0626115,reported,62,62,47,P036_22,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,72.0626115,reported,63,63,47,P036_21,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,31.38957795,reported,64,64,47,P100_156,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,2.15008501,reported,67,67,47,P135_66B,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,3.43419868,reported,68,68,47,P124_73,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,36.64853698,reported,70,70,47,P057_78,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,59.83693797,reported,77,77,47,P008_83,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,80.99051244,reported,80,80,47,P023_95,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,39.2864228,reported,81,81,47,P101_61,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,26.99215635,reported,81,81,47,P046_152,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,14.99628204,reported,82,82,47,P130_132,Arthropods,1,passive,1440,1440,open access data
